entity_id,P,A,Comp,GSI,OSR,NDVI,NDBI,FAR,SC,AH,Po,UH,UA,Longitude,Latitude,hdbscan_labels
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:0,0.456854494,0.653348124,0.87773503,0.002037559,0.413603972,0.404126659,0.70305782,-1.259938462,0.026500619,-0.747049834,0.998609923,-0.911712815,0.493866386,118.9913226,32.12542466,12
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:1,0.563181123,0.729828808,0.952300743,0.00406379,0.367821235,0.652302319,0.331980524,-1.256393859,0.022947445,-0.909469792,0.998945561,-0.240215847,0.536323821,118.9814784,32.1288457,12
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:2,0.313285122,0.571187699,0.941695565,0.010335443,0.305916952,0.364533865,0.770205331,-1.244349951,0.040262835,-0.974209068,0.995026327,-0.753019521,0.392293574,118.9910718,32.15155437,8
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:3,0.357902395,0.598900509,0.938590623,0.147182308,0.129773325,0.444395305,0.605150387,-0.976755455,0.018210771,-1.002416323,0.874954919,-1.19407835,0.540790712,118.9866848,32.15963974,8
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:4,0.426080563,0.632422128,0.866179837,0.140066211,0.133059771,0.510557542,0.697276496,0.470548707,0.018238156,2.452850201,0.926746402,2.879556269,0.564110176,118.9951864,32.16214047,13
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:5,0.305445534,0.553042535,0.841299571,0.055014275,0.19503433,0.573577856,0.629542397,-1.1017636,0.017527889,-0.666411978,0.958153582,-0.757119769,0.528786751,118.7286403,32.11818348,12
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:6,0.447049275,0.655356568,0.941212221,0.021517352,0.257288113,0.74391297,0.276879648,-1.073432429,0.007487237,1.304245959,0.981784147,0.189860437,0.67901024,118.701328,32.12386291,10
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:7,0.347681001,0.577418466,0.825467258,0.093907158,0.159573806,0.782953746,0.582799108,-0.715885202,0.010454583,0.286255896,0.921625304,-0.445519847,0.672972028,118.7132832,32.12365512,11
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:8,0.417306902,0.634762144,0.926313817,0.422272286,0.05987684,0.648069989,0.529771741,2.001344434,0.012043579,0.910078734,0.883525009,1.46201884,0.694454709,118.6992995,31.96558522,17
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:9,0.367893398,0.604346706,0.931844388,0.135097023,0.13545527,0.624661223,0.449105924,-0.712487022,0.014745332,-0.29642454,0.953634464,-0.137068307,0.578211835,118.696159,31.96621849,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:10,0.301650072,0.561468729,0.92268197,0.271784699,0.089098689,0.477942865,0.669998374,0.231285289,0.017080672,0.171811408,0.897002682,0.997458687,0.580668756,118.6921047,31.96453069,35
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:11,0.341176227,0.58113465,0.88240543,0.295139166,0.083631744,0.650300292,0.519027014,1.228822566,0.015462142,1.146886031,0.885815573,1.570232616,0.606572519,118.6928017,31.96688184,17
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:12,0.310886946,0.566753593,0.918491461,0.108981908,0.149700873,0.502846785,0.639943634,-0.292009583,0.014854147,1.306285573,0.930482721,0.459167964,0.618060519,118.6879732,31.9652616,1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:13,0.32761168,0.566872659,0.840356684,0.394976768,0.064308354,0.665823406,0.585197125,2.441852398,0.012057832,1.456523318,0.788795276,1.29662824,0.624701684,118.6900375,31.96744972,17
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:14,0.474616526,0.666096907,0.889558104,0.117766113,0.144560081,0.595104089,0.538850086,-0.392317164,0.01418885,0.803515344,0.965509521,1.195400056,0.63122828,118.6861475,31.96819081,14
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:15,0.306528075,0.565328998,0.928904744,0.106407637,0.151286145,0.665024467,0.511615598,-0.592985696,0.012818114,0.441061951,0.934409752,0.220070763,0.626837821,118.6828616,31.96630383,11
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:16,0.380240533,0.609052232,0.90775205,0.108271228,0.150134746,0.369437593,0.716125683,-0.990957599,0.014267721,-0.812345038,0.94676522,-0.666477869,0.607602781,118.680449,31.96720113,32
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:17,0.397611566,0.625012408,0.947505434,0.232713426,0.099391221,0.49693145,0.534613812,-0.122687878,0.013395767,-0.025723908,0.940446764,0.565759765,0.613780063,118.6944229,31.97166281,25
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:18,0.375905329,0.607549594,0.917309132,0.319591265,0.078353198,0.499019202,0.515513571,-0.461747371,0.013423451,-0.819231984,0.886812047,-0.550763671,0.693546037,118.6740617,31.96943236,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:19,0.297540221,0.558551496,0.920099861,0.146909813,0.129896219,0.547583377,0.616736889,-0.507627773,0.016909383,0.056400521,0.940507683,0.265106203,0.539572255,118.696404,31.96864679,34
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:20,0.374518426,0.587871584,0.781245343,0.558996577,0.041275436,0.355649595,0.763343419,0.286436934,0.01025507,-0.732676374,0.694456136,-0.593586497,0.692411375,118.6704208,31.96909131,5
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:21,0.337226673,0.584587428,0.928296355,0.049012535,0.202695024,0.793720513,0.282489147,-1.123737735,0.021794124,-0.694189456,0.968677006,-0.740234219,0.587378837,118.6819026,31.96910432,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:22,0.307731254,0.56393657,0.912013481,0.018342636,0.267874363,0.376578888,0.70975802,-1.225961581,0.036298909,-0.93814379,0.98621219,-0.96540068,0.376044429,118.6801249,31.96934311,12
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:23,0.45782723,0.644906074,0.81243646,0.224324236,0.101826061,0.558169483,0.52703661,0.199640791,0.014476546,0.510993935,0.938721621,1.036891312,0.609882203,118.672503,31.97201814,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:24,0.393282518,0.608990173,0.845848781,0.12450508,0.140869818,0.331465736,0.761052672,-0.997326516,0.017038647,-0.938790472,0.931884646,-0.92639271,0.622250804,118.6708065,31.97037994,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:25,0.348842593,0.595939058,0.960825802,0.185127841,0.114561932,0.622431854,0.503873251,-0.381021492,0.014939951,-0.069820086,0.90799214,-0.104599306,0.56991543,118.6975108,31.97060668,34
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:26,0.393056445,0.613717855,0.881756843,0.333068735,0.075613916,0.552164752,0.613498062,-0.329318647,0.014478533,-0.721252391,0.850617315,-0.664495695,0.652848429,118.682687,31.9720598,18
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:27,0.346022037,0.591311378,0.937729983,0.293721555,0.083951044,0.662825907,0.327343454,1.27241934,0.012785989,1.209554537,0.877390759,1.393425462,0.614980794,118.6916297,31.97172524,17
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:28,0.312019831,0.564047878,0.892073648,0.166561478,0.121570434,0.375740081,0.802220527,-0.804612155,0.013209652,-0.735719405,0.874658401,-0.859914303,0.620484811,118.6843054,31.97114693,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:29,0.295491862,0.55553485,0.90664275,0.218032079,0.103712793,0.416737924,0.752990416,-0.665458069,0.014757207,-0.740688121,0.899881411,-0.577095154,0.599671169,118.6806789,31.97133421,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:30,0.439847762,0.633627487,0.812714507,0.199889837,0.10947412,0.700227404,0.419306989,-0.704419382,0.011235249,-0.722514985,0.91480968,-0.635333805,0.650115089,118.6871116,31.97332758,28
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:31,0.462741174,0.653819739,0.853832657,0.187618807,0.113675563,0.881863256,0.177585588,-0.78347723,0.016562739,-0.801269161,0.906056034,-0.798754036,0.636588516,118.6721663,31.97414295,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:32,0.540843596,0.710600488,0.911206069,0.301107573,0.082304042,0.448350654,0.723310912,-0.25396841,0.012385671,-0.539559078,0.95093172,0.455766381,0.668039692,118.7042648,31.97495622,25
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:33,0.3344876,0.584454811,0.940997395,0.587169385,0.038014639,0.479812968,0.532975362,0.053983571,0.010750401,-0.90791157,0.79876314,-0.593428835,0.698982398,118.6913821,31.97365533,28
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:34,0.51534358,0.687366401,0.857008942,0.124212108,0.141026052,0.773887429,0.31088005,-0.973533338,0.014039966,-0.873666188,0.936508138,-0.891110461,0.684141312,118.6798355,31.97515031,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:35,0.346647035,0.591648958,0.9372818,0.316547358,0.078987852,0.566734394,0.57325732,1.484707074,0.012207574,1.225310889,0.876305986,1.623049275,0.625293234,118.6967465,31.97265642,15
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:36,0.269902116,0.539953733,0.910830748,0.184433634,0.114811079,0.499852207,0.679483697,-0.788495538,0.015762709,-0.795585565,0.892095176,-0.753668675,0.608750201,118.6809693,31.97297496,30
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:37,0.341537268,0.584640391,0.907446149,0.233888156,0.099057298,0.59175122,0.633566159,0.274438718,0.012453411,0.528457055,0.929083473,1.369633246,0.605686317,118.6988745,31.97283169,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:38,0.499616717,0.681649163,0.888156653,0.131039119,0.137477754,0.56969618,0.448557287,-0.964480317,0.018476875,-0.891344749,0.944963585,-0.748937066,0.637873693,118.6878317,31.97594099,28
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:39,0.348829819,0.590080147,0.914030974,0.254376042,0.093488634,0.517477072,0.693043238,-0.407338174,0.01673119,-0.534846129,0.870889999,-0.505861203,0.645566732,118.7007075,31.97349835,38
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:40,0.309058522,0.567938207,0.936988172,0.352116174,0.071925887,0.453969129,0.617520241,-0.352997357,0.013470984,-0.793882034,0.796130654,-0.852450474,0.642389387,118.6936699,31.97408376,5
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:41,0.508601691,0.688953861,0.90074653,0.061349944,0.187805693,0.67241302,0.495078965,-1.041348085,0.015314906,-0.442060905,0.978589736,-0.280027242,0.599964235,118.6951345,31.97715389,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:42,0.303324285,0.56545568,0.946062435,0.189498437,0.113014484,0.727935097,0.536600153,-0.88409658,0.019120331,-0.985567195,0.903441021,-0.931961471,0.576742757,118.6958648,31.97450819,38
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:43,0.378950125,0.60830373,0.908248304,0.3493633,0.072446395,0.536890396,0.610270139,-0.194419606,0.01309353,-0.636787098,0.904543025,-0.457771336,0.636706704,118.6987336,31.97521498,38
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:44,0.474943388,0.671702443,0.93151317,0.282973778,0.086423202,0.758024407,0.497983299,-0.525059631,0.007997762,-0.785548285,0.893889346,-0.755696863,0.768725483,118.7008877,31.97957334,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:45,0.422890786,0.638292187,0.926428522,0.105470799,0.1518726,0.435389633,0.614718827,-0.543764626,0.013833394,0.61421777,0.950923788,0.277333384,0.625684876,118.6851399,31.97914253,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:46,0.395473791,0.620756958,0.924270574,0.023699584,0.250882053,0.851210175,0.348998353,-1.205945055,0.023417699,-0.819814315,0.984146065,-0.855009944,0.513882873,118.6919385,31.97942056,12
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:47,0.42087281,0.628957021,0.864802472,0.058581133,0.190868309,0.618691046,0.596196941,-0.543544944,0.013178995,2.429534861,0.969544778,1.823891644,0.61356771,118.6852613,31.98224738,9
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:48,0.427880236,0.637916215,0.89903225,0.075536777,0.174010113,0.44560367,0.721628284,-0.816120877,0.016613902,0.318188165,0.97896059,0.386541053,0.577434172,118.6880575,31.97975518,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:49,0.386558565,0.615887891,0.930160737,0.172371485,0.119296599,0.409399384,0.657324139,-0.573583268,0.012874479,-0.322708153,0.939172795,0.116576262,0.634749925,118.6905393,31.98145344,32
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:50,0.43949928,0.639064537,0.852930978,0.050173424,0.201142588,0.438479933,0.701580385,-1.145670124,0.024959768,-0.861131481,0.975690935,-0.804154338,0.503814187,118.6904302,31.98377566,34
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:51,0.403593814,0.617774193,0.862561335,0.081043248,0.169343843,0.556575873,0.693673735,-0.408708079,0.016291473,1.849271827,0.948690067,1.257003019,0.570682607,118.6756066,31.98152625,9
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:52,0.293282894,0.557194274,0.930560067,0.014781313,0.282189806,0.624704648,0.580990864,-1.215501304,0.017546837,-0.531730753,0.985809705,-1.258054988,0.0,118.6813521,31.98319091,6
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:53,0.407926937,0.625725673,0.901890187,0.132882247,0.136551476,0.572400823,0.630457027,-0.354431175,0.019938434,0.618593076,0.960477492,1.0093154,0.545886147,118.6843084,31.98408892,34
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:54,0.437338193,0.640159271,0.870997732,0.146584007,0.130043454,0.562779795,0.745104753,-0.89919213,0.021805057,-0.824515137,0.948582056,-0.764520297,0.555650597,118.6889972,31.98565843,35
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:55,0.373870057,0.60875761,0.937006954,0.044052994,0.209769885,0.585929959,0.638193862,-1.152035077,0.0219715,-0.79908127,0.977475003,-0.814139549,0.562172689,118.6943353,31.98877285,12
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:56,0.365117175,0.60299752,0.935022866,0.276416196,0.087978102,0.491539007,0.580038809,1.179227392,0.010633337,1.277055852,0.870822901,0.978822106,0.66862647,118.6986807,31.9681684,15
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:57,0.351456168,0.596107783,0.948791123,0.072365414,0.176854518,0.576221706,0.629990146,-0.519450319,0.018142906,1.762317918,0.962766294,1.269126999,0.542647658,118.8979447,32.02513961,9
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:58,0.43995618,0.651492576,0.946054898,0.240903646,0.09709737,0.434965568,0.69011688,-0.02961579,0.012103006,0.046936445,0.913489903,-0.128740906,0.661717999,118.8785231,32.02348193,35
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:59,0.174637385,0.471441506,0.847301469,0.0,0.0,0.611852525,0.733308976,-1.265506914,0.0,-1.652178672,0.0,-1.258054988,0.0,118.9006209,32.02544825,0
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:60,0.321483818,0.575520957,0.93504345,0.123990972,0.141144222,0.458218679,0.690448356,-0.042482364,0.014431544,1.61468547,0.944146752,2.284185764,0.563283532,118.902038,32.0254415,0
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:61,0.437379957,0.641334963,0.879585824,0.756676716,0.021195185,0.829032459,0.395400079,0.513673189,0.017417939,-0.87343325,0.705380891,-0.885701589,0.579603889,118.8747449,32.02451461,16
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:62,0.327704031,0.55918835,0.786588993,0.009961267,0.308362367,0.604546777,0.708782971,-1.245432412,0.026657791,-0.984732656,0.992100739,-0.88801033,0.456562402,118.8991672,32.02636697,0
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:63,0.370915489,0.597151151,0.862215804,0.276052716,0.088065364,0.315834138,0.828795669,-0.502035677,0.020248046,-0.736197348,0.906337233,-0.671593975,0.575663658,118.8807376,32.02483447,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:64,0.332591526,0.58165308,0.928176397,0.153835691,0.126841254,0.469074354,0.701285422,-0.234923498,0.017554085,0.566589907,0.95015558,1.239869543,0.570775223,118.8957145,32.02605695,34
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:65,0.555534646,0.66798585,0.584980816,4.68e-05,0.663951047,0.700241104,0.824064651,-1.265327829,0.169112809,-0.38305419,0.999976512,0.657519903,0.155108579,118.9080296,32.02436569,6
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:66,0.289115601,0.55157143,0.907055034,0.288518673,0.085136286,0.508743964,0.699654292,0.589236032,0.018938047,0.476919882,0.890352772,0.733693175,0.595679433,118.899628,32.0274004,35
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:67,0.467719314,0.667247797,0.932251846,0.442369507,0.056793427,0.66079588,0.555477302,-0.024403332,0.017497989,-0.722979509,0.829103655,-0.706095232,0.585306538,118.8836112,32.02661299,30
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:68,0.393800471,0.615786585,0.893883872,0.38996459,0.065155286,0.398387793,0.526465027,0.561920269,0.006314696,-0.100145958,0.712367088,-0.419542779,0.779044775,118.8748002,32.15979733,19
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:69,0.685749816,0.788398587,0.812717284,0.043821012,0.210120031,0.638971028,0.376931892,-1.140188011,0.012918764,-0.705025659,0.98487668,-0.771188388,0.672368004,118.8960915,32.16492683,10
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:70,0.397053774,0.619320557,0.905290223,0.300588722,0.082418414,0.465290682,0.703277032,1.062998809,0.016451857,0.913431038,0.881957077,0.937767186,0.579627542,118.7476943,32.07648563,15
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:71,0.448545137,0.613955996,0.6555599,0.029468835,0.236433227,0.718087286,0.726025599,-1.195220271,0.020501073,-0.862235599,0.977127865,-0.90860183,0.571870377,118.9271564,32.06849863,10
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:72,0.309001539,0.567786343,0.936061343,0.119646897,0.143509336,0.363075508,0.687931721,-0.530662775,0.014383258,0.381956267,0.91491887,-0.049072069,0.610156159,118.9219514,32.04833187,25
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:73,0.432279528,0.640992638,0.901389367,0.090522752,0.16200799,0.252449712,0.770677723,-1.064089388,0.02514441,-0.915249977,0.959655082,-0.885867516,0.495592228,118.9379905,32.1600297,8
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:74,0.363252835,0.602656795,0.941695267,0.056340164,0.193454996,0.713717044,0.579509404,-0.788588947,0.024543356,1.151392193,0.971181193,1.115430045,0.507660987,118.7378973,32.01657595,10
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:75,0.273543985,0.544369673,0.927472123,0.141750543,0.132267051,0.51745405,0.713243972,-0.333091148,0.017235507,0.526387921,0.925372867,0.876556283,0.538095612,118.9011005,32.02851732,34
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:76,0.368403551,0.58846909,0.811495844,0.577264119,0.039142916,0.458205316,0.815434572,1.680711834,0.016952386,0.038170359,0.834427162,0.6378557,0.547244905,118.8981398,32.02808309,35
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:77,0.270017318,0.542558514,0.930728857,0.251789782,0.094166333,0.478408107,0.752114254,1.602650879,0.014350996,2.120509424,0.879683942,2.87273823,0.595564948,118.9005772,32.02971716,17
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:78,0.465238552,0.66469199,0.924376076,0.303613567,0.081754399,0.77593011,0.494099369,-0.598376345,0.01197168,-0.924439704,0.875489867,-0.734014282,0.697812093,118.8815551,32.02947331,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:79,0.445821716,0.643904394,0.859213546,0.022355619,0.254753616,0.501465095,0.638726403,-1.230811679,0.017983539,-1.138171591,0.982593787,-1.119645536,0.590986672,118.9233887,32.03562701,12
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:80,0.383832787,0.612378073,0.916032092,0.104342714,0.152585725,0.477029487,0.668590534,-0.77863989,0.013607465,-0.10680256,0.951896984,-0.277456364,0.62079677,118.9747132,32.13211391,33
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:81,0.350887914,0.593874303,0.933726258,0.072456099,0.176771465,0.512501881,0.572230055,-1.119751513,0.02078868,-0.985931053,0.957518099,-0.901219229,0.555703362,118.9773675,32.1327347,8
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:82,0.401831638,0.61894851,0.879543024,0.775711684,0.019547557,0.556423512,0.638323553,2.103256087,0.011070737,-0.213856785,0.764328351,0.379374537,0.653360291,118.8349444,32.13428534,16
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:83,0.157979453,0.457206585,0.820736092,0.137188759,0.134436341,0.692636926,0.736522041,-0.940627436,0.018755719,-0.867865129,0.89564439,-0.750600363,1.05e-08,118.8211685,32.13689211,6
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:84,0.33264305,0.582351957,0.93347015,0.26285603,0.091313919,0.544293736,0.703368332,-0.053562333,0.016981779,-0.12513738,0.887022509,-0.113260172,0.590445218,118.8269474,32.13621262,38
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:85,0.262031644,0.527518567,0.854516952,0.447671157,0.056003367,0.638582677,0.635089946,-0.336639415,0.016358753,-0.964982681,0.768195754,-0.872022295,0.59000274,118.8221058,32.13670036,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:86,0.298575631,0.55641577,0.898464565,0.1047121,0.152351371,0.506332024,0.689638774,-0.859214142,0.027284142,-0.367104509,0.960960009,0.007546871,0.48483887,118.8287473,32.13693856,35
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:87,0.327459153,0.578676138,0.930202363,0.307751969,0.080856573,0.364298473,0.717287112,-0.480252356,0.016589148,-0.80710302,0.831457276,-0.794047057,0.578865798,118.8238419,32.13726562,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:88,0.314519922,0.571304515,0.936399193,0.148301461,0.129270969,0.332434031,0.768957742,-0.759658294,0.017752854,-0.522483939,0.921104609,-0.56209623,0.526354559,118.826266,32.13791245,36
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:89,0.299026668,0.563059446,0.948575519,0.172660882,0.119185352,0.422300921,0.684855418,-0.508298452,0.022135048,-0.199707688,0.932887201,-0.184697054,0.525929436,118.8284385,32.13854138,36
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:90,0.328156538,0.579794361,0.935607967,0.294018155,0.083884111,0.528430788,0.689881867,0.427888954,0.018729297,0.255346648,0.877033736,0.493821078,0.534322195,118.8231772,32.13882766,26
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:91,0.311942483,0.569871957,0.93792581,0.263154795,0.091238585,0.524518977,0.640030384,0.230509344,0.014269863,0.230650804,0.899147973,0.397656377,0.613564296,118.8254857,32.13938534,35
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:92,0.344979233,0.589026056,0.924787403,0.15482549,0.12641593,0.435623527,0.647500664,0.14051304,0.014889183,1.355524578,0.900731528,1.310046945,0.576291264,118.8218392,32.14181497,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:93,0.305285237,0.565124324,0.933499413,0.375818927,0.067605592,0.482444539,0.694356416,0.609119859,0.015034378,-0.000132692,0.841895253,0.450763676,0.616310857,118.8276897,32.13988495,26
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:94,0.312795338,0.568894234,0.925878341,0.521788733,0.045843376,0.490127407,0.701661375,2.969175544,0.01329466,1.035715198,0.76524135,1.645108512,0.622958796,118.8225004,32.14024941,17
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:95,0.289235738,0.554671558,0.930772797,0.720888386,0.024408353,0.490224776,0.669933527,3.318513379,0.010673995,0.453850903,0.715941399,0.599557556,0.636190761,118.8247462,32.14079116,17
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:96,0.285782926,0.552784074,0.933060526,0.630520292,0.03329076,0.483826005,0.675386809,1.280989639,0.013724769,-0.314567191,0.761666279,-0.110393115,0.596375637,118.826711,32.14116877,7
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:97,0.327565448,0.579660112,0.937510363,0.053982732,0.196289607,0.373477283,0.752043501,-1.055483254,0.021224421,-0.363634434,0.968703433,-0.329536953,0.552937476,118.8213634,32.14372181,4
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:98,0.335159536,0.583742484,0.931923179,0.051630104,0.199244638,0.459721509,0.634699307,-1.132570475,0.016169025,-0.799418318,0.975110043,-0.479170491,0.582047521,118.8208896,32.1457373,32
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:99,0.546028101,0.693715036,0.767186016,0.157548549,0.125259693,0.707852995,0.693901773,-0.83872224,0.012219942,-0.754997043,0.95462338,-0.596224861,0.705786513,118.8788179,32.03155681,10
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:100,0.459528084,0.658422569,0.903514685,0.415813619,0.060898994,0.484053797,0.555761361,-0.470122424,0.018558391,-1.018652776,0.816683918,-0.954561254,0.647815168,118.7779857,31.96182744,21
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:101,0.537220373,0.632329623,0.475748921,0.1818477,0.115747483,0.572200845,0.722350326,-0.78377603,0.022315594,-0.774808953,0.931048871,-0.659816,0.53729229,118.7888732,31.95932827,21
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:102,0.5297644,0.699750258,0.881547648,0.176851434,0.117595037,0.572616225,0.523062787,-0.777904459,0.012269897,-0.739026277,0.958194999,-0.507762321,0.678840153,118.7982992,31.96027068,21
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:103,0.376005141,0.61062313,0.94118278,0.911648989,0.008839107,0.559753621,0.566747576,3.254650365,0.009150194,-0.233049479,0.613825438,-0.060415747,0.711909806,118.7303975,31.95977827,16
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:104,0.437832029,0.640130518,0.868475946,0.089300085,0.162909819,0.34617445,0.784693494,-1.026496889,0.02230148,-0.76573691,0.952307439,-0.884861335,0.519472047,118.7977644,31.96337489,-1
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:105,0.355401302,0.597837403,0.942699736,0.17620092,0.11783942,0.429706844,0.599862572,-0.829724368,0.015159895,-0.833058494,0.943068955,-0.638246818,0.631514767,118.7853081,31.96110854,30
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:106,0.354027503,0.597126522,0.943941427,0.0,0.0,0.545592358,0.667285418,-1.265506914,0.0,-1.652178672,0.0,-1.258054988,0.0,118.784793,31.96696483,0
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:107,0.35806927,0.593186582,0.893116387,0.046779628,0.205787264,0.412188968,0.767856014,-1.098122299,0.024981834,-0.467106647,0.966386465,-0.630959021,0.46809911,118.7266499,31.97993065,4
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:108,0.292847633,0.556303638,0.925677445,0.284872268,0.085979764,0.384373125,0.834909531,0.418383397,0.016583555,0.305536871,0.88892543,0.488608607,0.592047725,118.8898629,32.02881075,24
4:af160ef2-bf16-4df0-ad2e-0acd3f720b52:109,0.326133629,0.578117466,0.932397276,0.075529598,0.174016415,0.465476771,0.792448895,-0.589453892,0.018057706,1.312308315,0.966927718,1.411122655,0.525924763,118.8915953,32.03013928,9
